chapter,page,line,cam_1882,cam_NYE,change_type,is_dialogue_tag,art_reference,art_topic
48,489,22,"""I have nothing else to do,"" said Caspar, dryly.","""I've nothing else to do,"" Caspar said dryly.",,,,
48,489,26,"""Do you find that as a married man you are so much occupied?""ù","""Do you find that as a married man you're so much occupied?"" the young man mechanically asked.",,,,
48,489,31,"If you are ever bored, get married.",If you're ever bored take my advice and get married.,,,,
48,490,7,That's a little nude,That's a little bleak,,,,
48,490,11,we count upon you,we count on you,,,,
48,490,15,Goodwood's unquenchable rancour,his unquenchable rancour,,,,
48,490,18,She met his eye with her sweet hospitable smile,She met his eyes with her clear hospitable smile,,,,
48,490,20,he only opposed a stiff impatience,he opposed but a stiff impatience,,,,
48,490,23,at the Palazzo Roccanera,at Palazzo Roccanera,,,,
48,490,32,"""I shall wait till they are all gone, then!""ù","""I shall wait till they are all gone then.""ù",,,,
48,491,6,to wish that her sister-in-law would sound,to wish her sister-in-law would sound,,,,
48,491,14,"fanning herself, with the same familiar grace. She seemed to be waiting for him",fanning herself; she had for him the same familiar grace. She seemed to wait for him,,,,
48,491,16,the passion that he had never stifled,the passion he had never stifled,,,,
48,491,17,swim around him,swim round him,,,,
48,491,18,through the rustling tissue he saw Isabel hover,through the heaving veil he felt her hover,,,,
48,491,20,perceived that her smile was fixed,perceived her smile was fixed,,,,
48,491,29,"""You must come back some day,"" Isabel rejoined, brightly.","""You must come back some day,"" she brightly returned.",,,,
48,492,6,without pretending to smile,without pretending to ease,,,,
48,492,9,so smooth,"so smooth, so hard",,,,
48,492,22,I say that,I tell you,,,,
48,493,13,"""You have behaved so well; don't spoil it,"" she said, softly.","""You've behaved so well; don't spoil it,"" she uttered softly.",,,,
48,493,19,that I shouldn't,I shouldn't,,,,
48,493,20,that you tell meóó,that you tell meó!,,,,
48,493,29,Isabel went back,she went back,,,,
49,494,1,at the Palazzo Roccanera,at Palazzo Roccanera,,,,
49,494,9,her first utterance was an inquiry,her first utterance had been an enquiry,,,,
49,494,14,smiled in the left corner,smiled at the left corner,,,,
49,495,1,she had been excessively afraid,she had been markedly afraid,,,,
49,495,2,for she had,since she now had,,,,
49,495,4,her admirable smile,her admirable ease,,,,
49,495,13,that she had so long thought,she had so long supposed,,,,
49,495,15,Madame Merle and her own husband,the wonderful lady and her own husband,,,,
49,495,17,look at this lady with a different eye,view this friend with a different eye,,,,
49,495,21,brought it home to her,brought home to her,,,,
49,495,24,which at the very outset,which had at the very outset,,,,
49,495,25,a nameless vitality which Isabel now saw,a nameless vitality which she could see,,,,
49,495,36,Do you think his lordship has left,Do you consider that Warburton has left,,,,
49,496,31,"""Should you like to know how I judge him?""ù","""Should you like to know how I judge him?""ù",,,,
49,497,6,"""I don't despair,"" she answered; ""I feel encouraged.","""I don't despair; I feel encouraged.",,,,
49,497,16,"She sat looking at Isabel a moment, to judge of the effect","She sat looking at her friend, to judge the effect",,,,
49,497,16,then she went onó,then went on:,,,,
49,497,25,it's a pity,and it's a pity,,,,
49,497,32,Madame Merle had at last thought,her visitor had at last thought,,,,
49,498,8,the light of her visitor's eyes,the light of this woman's eyes,,,,
49,498,12,Madame Merle had married her!,Madame Merle had married her.,,,,
49,498,13,this lady had left,that lady had left,,,,
49,499,5,"the wide grassy space lying before the high, cold front of St. John Lateran; where you look","the wide grassy space before the high, cold front of Saint John Lateran, whence you look",,,TRUE,TRUE
49,499,7,all that has vanished,all that has passed,,,,
49,499,8,she wandered about,she roamed,,,,
49,499,11,"The carriage, passing out of the walls of Rome,","The carriage, leaving the walls of Rome behind,",,,,
49,499,26,she had no personal acquaintance,she had had no personal acquaintance,,,,
49,499,30,to be false,to be even deeply false,,,,
49,499,30,Madame Merle had been,"Madame Merle had beenódeeply, deeply, deeply",,,,
49,500,1,that she should have desired,that she should so much have desired,,,,
49,500,5,"she had desired that marriage, but she had",she had desired that particular marriage but had,,,,
49,500,6,"She therefore had had an idea of gain,",She had therefore had a conception of gain,,,,
49,500,8,her discovery was very incomplete,her discovery was imperfect,,,,
49,500,11,her young friend was a victim of the good old man's benevolence,her young friend had been subject to the good old man's charity,,,,
49,500,13,borrowing money from Isabel,borrowing money,,,,
49,500,14,the young girl's fortune,the young woman's fresh and ingenuous fortune,,,,
49,500,16,Gilbert Osmond occupied this position,Gilbert occupied this position,,,,
49,500,18,had married her for her money,"had married her, like a vulgar adventurer, for her money",,,,
49,500,22,very well,perfectly well,,,,
49,500,24,"if he wanted her money, her money to-day would satisfy him","since he had wanted her money, her money would now satisfy him",,,,
49,500,25,charity would help her,charity would but help her,,,,
49,500,27,"to do Osmond a service, his recognition of the fact",to do Gilbert a service his recognition to her of the boon,,,,
49,500,33,"""Poor Madame Merle!""ù","""Poor, poor Madame Merle!""ù",,,,
49,500,34,Her exclamation,Her compassion,,,,
49,501,10,he might have been so,he might have been,,,,
49,501,12,Osmond returned,he returned,,,,
49,501,19,"""On your side, don't try to frighten me,"" she said. ""I wonder whether you know some of my thoughts."" ""No more than I can help. I have quite enough of my own.""ù","""On your side, don't try to frighten me. I wonder if you guess some of my thoughts."" ""I trouble about them no more than I can help. I've quite enough of my own.""ù",,,,
49,501,22,"looked at his companion for a long time, with a kind of cynical directness",looked at his companion with a cynical directness,,,,
49,501,30,"""Do you call it an interest?"" Osmond inquired, languidly.","""Do you call it an interest?"" Osmond enquired with detachment.",,,,
49,501,35,"""Damn my brilliancy!"" Osmond murmured, thoughtfully.","""Damn my brilliancy!"" he thoughtfully murmured.",,,,
49,502,1,"""If I don't know you, I know nothing,"" said Madame Merle, smiling.","""If I don't know you I know nothing,"" smiled Madame Merle.",,,,
49,502,6,Osmond hesitated a moment.,Osmond just hung fire.,,,,
49,502,10,things that I should like to say,things I should like to say,,,,
49,502,12,Excuse me,Pardon me,,,,
49,502,12,a line sharply marked out,a line sharply drawn,,,,
49,502,21,Osmond still had,He still had,,,,
49,502,24,"""The matteróthe matteró""ù","""The matteróthe matteró!""ù",,,,
49,502,32,I have a great hope of that.,"I mean make me howl like a wolf. I've a great hope, I've a great need, of that.",,,,
49,502,33,said Madame Merle,she said,,TRUE,,
49,503,1,my devilry that stupified her,my deviltry that stupified her,,,,
49,503,11,"óYou are very bad,"" Madame Merle added, gravely.","You're very bad,"" she added with gravity in her emphasis.",,,,
49,503,15,How do bad people end? You have made me bad.,How do bad people end?óespecially as to their common crimes. You have made me as bad as yourself.,,,,
49,503,20,"Her eye brightened, even flashed",The glow of her eye turned sombre,,,,
49,503,25,the same gesture that she had provoked,the same gesture she had provoked,,,,
49,504,11,you wish to provoke me,you want to provoke me,,,,
49,504,18,"I have not made you afraid of me, that I can see,"" Osmond went on","I've not made you afraid of me that I can see,"" he went on",,,,
49,504,24,he continued,he pursued,,,,
49,504,28,upon her cup,on her cup,,,,
49,504,32,It already has a small crack,It already has a wee bit of a tiny crack,,,,
49,505,12,but giving a glance,but having a glance,,,,
49,505,12,at the contents,for the contents,,,,
49,505,19,"""Ah,"" said Madame Merle, softly, ""if I had a childó""ù","""Ah,"" she said softly, ""if I had a childó!""ù",,,,
49,505,20,Osmond hesitated a moment;,"Osmond waited,",,,,
49,505,26,"It is that,"" said Madame Merle","It's that,"" Madame Merle pursued",,,,
49,505,28,relaxing into its usual social expression,relaxing to its habit of smoothness,,,,
49,505,29,Osmond took up his hat,Her friend took up his hat,,,,
49,505,32,Madame Merle went and lifted,"she went, the first thing, and lifted",,,,
49,505,35,"""Have I been so vile all for nothing?"" she murmured to herself.","""Have I been so vile all for nothing?"" she vaguely wailed.",,,,
50,506,6,She was not an antiquarian;,"She had not the historic sense, though she had in some directions the anecdotic, and as regards herself the apologetic,",,,,
50,506,10,at the Palazzo Roccanera,at Palazzo Roccanera,,,,
50,506,14,the Countess was not very active,the Countess forbade herself every form of active research,,,,
50,506,21,her aunt,her parents' guest,,,,
50,506,29,"she felt weary, and preferred to sit",she felt weary and disposed to sit,,,,
50,507,2,"upon the ancient scandals of Florence. She remained below,",on the ancient scandals of the Arnide. She so remained below,,,,
50,507,6,the latent colour which is the only living element,the latent colour that is the only living element,,,,
50,507,19,and she could only give him,and that she could only give him,,,,
50,507,28,forty thousand dollars,fifty thousand dollars,,,,
50,507,35,I have got the money,I have the money,,,,
50,508,5,that they were the best thing,they were the best thing,,,,
50,508,9,he questioned her eye,he questioned her eyes,,,,
50,508,16,Isabel hesitated a moment.,Isabel debated.,,,,
50,509,4,"""Ah, what a monster you make him out!"" Rosier exclaimed, glancing at the Countess","""Ah, what a monster you make him out!"" And Rosier faced the Countess",,,,
50,509,7,"""I am glad you have kept your enamels!"" Isabel exclaimed, leaving him.","""I'm glad you've kept your enamels!"" Isabel called as she left him.",,,,
50,509,10,said Isabel gently,she said gently,,TRUE,,
50,509,11,"Pansy answered,",Pansy returned,,,,
50,509,13,"Isabel, however, allowed herself this last liberty, and saw","Isabel however, allowing herself this last liberty, saw",,,,
50,509,17,"These facts, however","These facts, none the less",,,,
50,509,23,of the young girl,of the child,,,,
50,509,25,"she said, affectionately",she affectionately said,,TRUE,,
50,509,34,that they were waiting,they were waiting,,,,
50,510,3,to have been waiting for her,to have been awaiting her,,,,
50,510,5,Excuse my taking the liberty,Pardon my taking the liberty,,,,
50,510,16,"but Isabel could feel her trembling. The tremor of her little body expressed everything that she was unable to say. Nevertheless, Isabel went on in a momentó",but her companion could feel her tremble. The quiver of her little body expressed everything she was unable to say. Isabel nevertheless pressed her.,,,,
